work_id,work_category,state,ida,mp_name_clean,constituency,elected_nominated,work_status,sanction_amount,total_expenditure,sanction_date,completion_date,has_sanction_record,has_completion_record,has_expenditure_record,data_source_flag,financial_utilization,expenditure_vs_sanction,n_expenditure_transactions,n_distinct_vendors,n_payment_success,n_payment_inprogress,mp_allocated_limit,project_size_bucket,elapsed_duration_days,project_duration_days,risk_score,risk_level,financial_risk_score,payment_risk_score,execution_risk_score,peer_anomaly_score,isolation_forest_score,duplicate_risk_score,anomaly_risk_score,n_components_available,negative_amount_score,vendor_concentration_score,rapid_disbursement_score,slow_disbursement_pace_score,payment_stall_score,expenditure_without_sanction_score,elapsed_percentile_in_peer_group,peer_group_tier,raw_max_similarity,most_similar_work_id,risk_reason_1,risk_reason_2,risk_reason_3
WS/MP18139/2025-2026/202360,,,,,,,,,0.0,,2026-03-13,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18139/2025-2026/202393,,,,,,,,,0.0,,2026-04-09,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18139/2025-2026/202394,,,,,,,,,0.0,,2026-02-09,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18139/2025-2026/202398,,,,,,,,,0.0,,2026-02-06,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18139/2025-2026/202414,,,,,,,,,0.0,,2026-02-05,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18139/2025-2026/202456,,,,,,,,,0.0,,2026-05-11,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18139/2025-2026/202459,,,,,,,,,0.0,,2025-12-05,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18139/2025-2026/202463,,,,,,,,,0.0,,2025-12-19,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18139/2025-2026/202469,,,,,,,,,0.0,,2026-08-29,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18139/2025-2026/202510,,,,,,,,,0.0,,2026-04-20,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18139/2025-2026/202552,,,,,,,,,0.0,,2026-02-19,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18139/2025-2026/202583,,,,,,,,,0.0,,2026-01-02,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18139/2025-2026/202653,,,,,,,,,0.0,,2025-10-16,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18139/2025-2026/202654,,,,,,,,,0.0,,2025-09-20,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18139/2025-2026/202658,,,,,,,,,0.0,,2025-12-15,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18139/2025-2026/202659,,,,,,,,,0.0,,2026-01-12,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18139/2025-2026/202663,,,,,,,,,0.0,,2025-11-21,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18139/2025-2026/202665,,,,,,,,,0.0,,2026-03-25,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18139/2025-2026/202666,,,,,,,,,0.0,,2025-12-16,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18139/2025-2026/202669,,,,,,,,,0.0,,2026-01-09,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18139/2025-2026/205848,,,,,,,,,0.0,,2026-02-17,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18139/2025-2026/236549,,,,,,,,,0.0,,2026-02-17,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18139/2025-2026/241575,,,,,,,,,0.0,,2026-05-13,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18139/2025-2026/241600,,,,,,,,,0.0,,2026-02-10,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18139/2025-2026/241610,,,,,,,,,0.0,,2026-02-17,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18139/2025-2026/241612,,,,,,,,,0.0,,2026-05-13,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18139/2025-2026/241613,,,,,,,,,0.0,,2026-02-16,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18139/2025-2026/241616,,,,,,,,,0.0,,2026-03-02,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18139/2025-2026/241618,,,,,,,,,0.0,,2026-07-20,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18139/2025-2026/241737,,,,,,,,,0.0,,2026-08-21,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18139/2025-2026/241897,,,,,,,,,0.0,,2026-03-25,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18139/2025-2026/241900,,,,,,,,,0.0,,2026-07-13,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18139/2025-2026/244741,,,,,,,,,0.0,,2026-07-13,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18139/2025-2026/253473,,,,,,,,,0.0,,2026-07-29,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18139/2025-2026/268106,,,,,,,,,0.0,,2026-07-13,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18139/2026-2027/270781,,,,,,,,,0.0,,2026-07-11,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18139/2026-2027/270792,,,,,,,,,0.0,,2026-07-13,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18139/2026-2027/270804,,,,,,,,,0.0,,2026-08-21,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18142/2025-2026/181535,,,,,,,,,0.0,,2025-07-23,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18142/2025-2026/181539,,,,,,,,,0.0,,2026-04-07,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18142/2025-2026/185323,,,,,,,,,0.0,,2025-09-24,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18142/2025-2026/185326,,,,,,,,,0.0,,2026-01-08,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18142/2025-2026/185334,,,,,,,,,0.0,,2026-03-11,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18142/2025-2026/185335,,,,,,,,,0.0,,2026-03-11,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18142/2025-2026/185336,,,,,,,,,0.0,,2026-03-11,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18142/2025-2026/185338,,,,,,,,,0.0,,2026-03-11,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18142/2025-2026/187277,,,,,,,,,0.0,,2026-01-27,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18142/2025-2026/187283,,,,,,,,,0.0,,2025-12-01,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18142/2025-2026/213979,,,,,,,,,0.0,,2026-02-20,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18142/2025-2026/220537,,,,,,,,,0.0,,2026-02-23,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18142/2025-2026/222005,,,,,,,,,0.0,,2026-04-06,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18142/2025-2026/226397,,,,,,,,,0.0,,2026-01-07,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18142/2025-2026/259099,,,,,,,,,0.0,,2026-04-30,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18143/2025-2026/174071,,,,,,,,,0.0,,2025-08-20,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18143/2025-2026/210916,,,,,,,,,0.0,,2026-03-06,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18143/2025-2026/244765,,,,,,,,,0.0,,2026-04-04,False,True,False,completed,,,,,,,,,,,0.0,LOW,,,,,0.0,,0.0,1,,,,,,,,global,,,,,
WS/MP18144/2024-2025/135750,Normal/Others,Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,,Physical Inspection,500000.0,0.0,2024-11-19,2025-10-30,True,True,False,sanctioned+completed,0.0,-1.0,,,,,147000000.0,large,,345.0,24.19,LOW,0.0,,,0.0,11.8,100.0,5.9,3,0.0,,,,,,,category+state+size,1.0,WS/MP18144/2024-2025/135751,,,
WS/MP18144/2024-2025/135751,Normal/Others,Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,,Physical Inspection,500000.0,0.0,2024-11-19,2025-10-30,True,True,False,sanctioned+completed,0.0,-1.0,,,,,147000000.0,large,,345.0,24.19,LOW,0.0,,,0.0,11.8,100.0,5.9,3,0.0,,,,,,,category+state+size,1.0,WS/MP18144/2024-2025/135750,,,
WS/MP18144/2024-2025/135752,Normal/Others,Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,,Physical Inspection,500000.0,0.0,2024-11-19,2025-10-30,True,True,False,sanctioned+completed,0.0,-1.0,,,,,147000000.0,large,,345.0,24.19,LOW,0.0,,,0.0,11.8,100.0,5.9,3,0.0,,,,,,,category+state+size,1.0,WS/MP18144/2024-2025/135750,,,
WS/MP18144/2024-2025/135753,Normal/Others,Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,,Physical Inspection,499500.0,0.0,2024-11-19,2025-10-30,True,True,False,sanctioned+completed,0.0,-1.0,,,,,147000000.0,large,,345.0,32.52,LOW,0.0,,,50.0,11.8,100.0,30.9,3,0.0,,,,,,,category+state+size,1.0,WS/MP18144/2024-2025/135750,,,
WS/MP18144/2024-2025/135754,Normal/Others,Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,,Physical Inspection,499500.0,0.0,2024-11-19,2025-10-30,True,True,False,sanctioned+completed,0.0,-1.0,,,,,147000000.0,large,,345.0,32.52,LOW,0.0,,,50.0,11.8,100.0,30.9,3,0.0,,,,,,,category+state+size,1.0,WS/MP18144/2024-2025/135750,,,
WS/MP18144/2024-2025/135755,Normal/Others,Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,,Physical Inspection,499500.0,0.0,2024-11-19,2025-10-30,True,True,False,sanctioned+completed,0.0,-1.0,,,,,147000000.0,large,,345.0,32.52,LOW,0.0,,,50.0,11.8,100.0,30.9,3,0.0,,,,,,,category+state+size,1.0,WS/MP18144/2024-2025/135750,,,
WS/MP18144/2024-2025/135756,Normal/Others,Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,,Physical Inspection,499500.0,0.0,2024-11-19,2025-10-30,True,True,False,sanctioned+completed,0.0,-1.0,,,,,147000000.0,large,,345.0,32.52,LOW,0.0,,,50.0,11.8,100.0,30.9,3,0.0,,,,,,,category+state+size,1.0,WS/MP18144/2024-2025/135750,,,
WS/MP18144/2024-2025/135757,Normal/Others,Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,,Physical Inspection,500000.0,0.0,2024-11-19,2025-10-30,True,True,False,sanctioned+completed,0.0,-1.0,,,,,147000000.0,large,,345.0,24.19,LOW,0.0,,,0.0,11.8,100.0,5.9,3,0.0,,,,,,,category+state+size,1.0,WS/MP18144/2024-2025/135750,,,
WS/MP18144/2024-2025/135758,Normal/Others,Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,,Physical Inspection,500000.0,0.0,2024-11-19,2025-10-30,True,True,False,sanctioned+completed,0.0,-1.0,,,,,147000000.0,large,,345.0,24.19,LOW,0.0,,,0.0,11.8,100.0,5.9,3,0.0,,,,,,,category+state+size,1.0,WS/MP18144/2024-2025/135750,,,
WS/MP18144/2024-2025/141585,Normal/Others,Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,,Physical Inspection,800000.0,0.0,2024-11-19,2025-11-13,True,True,False,sanctioned+completed,0.0,-1.0,,,,,147000000.0,large,,359.0,12.69,LOW,0.0,,,50.0,15.68,7.86,32.84,3,0.0,,,,,,,category+state+size,0.2621,WS/MP18144/2024-2025/141586,,,
WS/MP18144/2024-2025/141586,Normal/Others,Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,,Physical Inspection,800000.0,0.0,2024-11-19,2026-02-17,True,True,False,sanctioned+completed,0.0,-1.0,,,,,147000000.0,large,,455.0,14.48,LOW,0.0,,,50.0,24.45,9.34,37.225,3,0.0,,,,,,,category+state+size,0.3114,WS/MP18144/2024-2025/141591,,,
WS/MP18144/2024-2025/141587,Normal/Others,Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,,Vendor Identification,600000.0,0.0,2024-11-19,,True,False,False,sanctioned,0.0,-1.0,,,,,147000000.0,large,654.0,,37.06,LOW,0.0,,92.94,50.0,20.4,2.2,35.2,4,0.0,,,,,,92.94,category+state+size,0.0733,WS/MP18144/2024-2025/135750,,,
WS/MP18144/2024-2025/141588,Normal/Others,Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,,Physical Inspection,500000.0,0.0,2024-11-19,2025-11-07,True,True,False,sanctioned+completed,0.0,-1.0,,,,,147000000.0,large,,353.0,4.12,LOW,0.0,,,0.0,12.46,9.21,6.23,3,0.0,,,,,,,category+state+size,0.307,WS/MP18144/2024-2025/141602,,,
WS/MP18144/2024-2025/141589,Normal/Others,Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,,Physical Inspection,300000.0,0.0,2024-11-19,2025-10-30,True,True,False,sanctioned+completed,0.0,-1.0,,,,,147000000.0,medium,,345.0,8.5,LOW,0.0,,,0.0,11.59,29.57,5.795,3,0.0,,,,,,,category+state+size,0.6275,WS/MP18144/2024-2025/141591,,,
WS/MP18144/2024-2025/141590,Normal/Others,Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,,Physical Inspection,400000.0,0.0,2024-11-19,2025-11-07,True,True,False,sanctioned+completed,0.0,-1.0,,,,,147000000.0,medium,,353.0,9.44,LOW,0.0,,,35.64,11.3,7.27,23.47,3,0.0,,,,,,,category+state+size,0.2424,WS/MP18144/2024-2025/141586,,,
WS/MP18144/2024-2025/141591,Normal/Others,Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,,Physical Inspection,400000.0,0.0,2024-11-19,2025-11-07,True,True,False,sanctioned+completed,0.0,-1.0,,,,,147000000.0,medium,,353.0,15.87,LOW,0.0,,,35.64,11.3,36.2,23.47,3,0.0,,,,,,,category+state+size,0.6855,WS/MP18144/2024-2025/141592,,,
WS/MP18144/2024-2025/141592,Normal/Others,Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,,Physical Inspection,400000.0,0.0,2024-11-19,2025-10-29,True,True,False,sanctioned+completed,0.0,-1.0,,,,,147000000.0,medium,,344.0,15.74,LOW,0.0,,,35.64,10.51,36.2,23.075,3,0.0,,,,,,,category+state+size,0.6855,WS/MP18144/2024-2025/141591,,,
WS/MP18144/2024-2025/141593,Normal/Others,Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,,Physical Inspection,400000.0,0.0,2024-11-19,2025-11-04,True,True,False,sanctioned+completed,0.0,-1.0,,,,,147000000.0,medium,,350.0,9.01,LOW,0.0,,,35.64,11.39,5.27,23.515,3,0.0,,,,,,,category+state+size,0.1758,WS/MP18144/2024-2025/141591,,,
WS/MP18144/2024-2025/141594,Normal/Others,Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,,Physical Inspection,500000.0,0.0,2024-11-19,2025-11-07,True,True,False,sanctioned+completed,0.0,-1.0,,,,,147000000.0,large,,353.0,4.73,LOW,0.0,,,0.0,12.46,11.95,6.23,3,0.0,,,,,,,category+state+size,0.3983,WS/MP18144/2024-2025/148128,,,
WS/MP18144/2024-2025/141595,Normal/Others,Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,,Vendor Identification,400000.0,0.0,2024-11-19,,True,False,False,sanctioned,0.0,-1.0,,,,,147000000.0,medium,654.0,,35.53,LOW,0.0,,92.14,35.64,18.1,6.39,26.87,4,0.0,,,,,,92.14,category+state+size,0.2131,WS/MP18144/2024-2025/141586,,,
WS/MP18144/2024-2025/141596,Normal/Others,Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,,Physical Inspection,300000.0,0.0,2024-11-19,2025-11-07,True,True,False,sanctioned+completed,0.0,-1.0,,,,,147000000.0,medium,,353.0,3.14,LOW,0.0,,,0.0,12.25,4.92,6.125,3,0.0,,,,,,,category+state+size,0.1641,WS/MP18144/2024-2025/141591,,,
WS/MP18144/2024-2025/141597,Normal/Others,Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,,Physical Inspection,200000.0,0.0,2024-11-19,2025-11-04,True,True,False,sanctioned+completed,0.0,-1.0,,,,,147000000.0,small,,350.0,8.91,LOW,0.0,,,25.0,14.71,10.33,19.855,3,0.0,,,,,,,category+state+size,0.3443,WS/MP18144/2024-2025/141591,,,
WS/MP18144/2024-2025/141598,Normal/Others,Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,,Physical Inspection,200000.0,0.0,2024-11-19,2025-11-04,True,True,False,sanctioned+completed,0.0,-1.0,,,,,147000000.0,small,,350.0,9.59,LOW,0.0,,,25.0,14.71,13.39,19.855,3,0.0,,,,,,,category+state+size,0.4464,WS/MP18144/2024-2025/141589,,,
WS/MP18144/2024-2025/141599,Normal/Others,Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,,Physical Inspection,200000.0,0.0,2024-11-19,2025-11-04,True,True,False,sanctioned+completed,0.0,-1.0,,,,,147000000.0,small,,350.0,9.23,LOW,0.0,,,25.0,14.71,11.74,19.855,3,0.0,,,,,,,category+state+size,0.3914,WS/MP18144/2024-2025/141589,,,
WS/MP18144/2024-2025/141600,Normal/Others,Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,,Physical Inspection,200000.0,0.0,2024-11-19,2025-11-07,True,True,False,sanctioned+completed,0.0,-1.0,,,,,147000000.0,small,,353.0,9.3,LOW,0.0,,,25.0,14.59,12.17,19.795,3,0.0,,,,,,,category+state+size,0.4058,WS/MP18144/2024-2025/141591,,,
WS/MP18144/2024-2025/141601,Normal/Others,Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,,Physical Inspection,200000.0,0.0,2024-11-19,2025-11-04,True,True,False,sanctioned+completed,0.0,-1.0,,,,,147000000.0,small,,350.0,9.25,LOW,0.0,,,25.0,14.71,11.83,19.855,3,0.0,,,,,,,category+state+size,0.3944,WS/MP18144/2024-2025/141591,,,
WS/MP18144/2024-2025/141602,Normal/Others,Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,,Physical Inspection,500000.0,0.0,2024-11-19,2026-01-29,True,True,False,sanctioned+completed,0.0,-1.0,,,,,147000000.0,large,,436.0,5.31,LOW,0.0,,,0.0,19.56,9.21,9.78,3,0.0,,,,,,,category+state+size,0.307,WS/MP18144/2024-2025/141588,,,
WS/MP18144/2024-2025/148053,Normal/Others,Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,,Physical Inspection,200000.0,0.0,2025-01-04,2025-10-29,True,True,False,sanctioned+completed,0.0,-1.0,,,,,147000000.0,small,,298.0,8.39,LOW,0.0,,,25.0,11.41,10.46,18.205,3,0.0,,,,,,,category+state+size,0.3487,WS/MP18144/2024-2025/148134,,,
WS/MP18144/2024-2025/148054,Normal/Others,Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,,Sanction,400000.0,0.0,2025-01-04,,True,False,False,sanctioned,0.0,-1.0,,,,,147000000.0,medium,608.0,,33.48,LOW,0.0,,87.04,35.64,14.04,6.27,24.84,4,0.0,,,,,,87.04,category+state+size,0.2091,WS/MP18144/2024-2025/148067,,,
WS/MP18144/2024-2025/148055,Normal/Others,Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,,Physical Inspection,200000.0,0.0,2025-01-04,2026-03-16,True,True,False,sanctioned+completed,0.0,-1.0,,,,,147000000.0,small,,436.0,10.15,LOW,0.0,,,25.0,22.12,10.34,23.560000000000002,3,0.0,,,,,,,category+state+size,0.3447,WS/MP18144/2024-2025/148064,,,
WS/MP18144/2024-2025/148056,Normal/Others,Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,,Sanction,300000.0,0.0,2025-01-04,,True,False,False,sanctioned,0.0,-1.0,,,,,147000000.0,medium,608.0,,29.43,LOW,0.0,,87.04,0.0,15.82,5.32,7.91,4,0.0,,,,,,87.04,category+state+size,0.1774,WS/MP18144/2025-2026/163588,,,
WS/MP18144/2024-2025/148057,Normal/Others,Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,,Sanction,200000.0,0.0,2025-01-04,,True,False,False,sanctioned,0.0,-1.0,,,,,147000000.0,small,608.0,,29.72,LOW,0.0,,75.69,25.0,18.15,9.41,21.575,4,0.0,,,,,,75.69,category+state+size,0.3138,WS/MP18144/2024-2025/148064,,,
WS/MP18144/2024-2025/148058,Normal/Others,Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,,Sanction,200000.0,0.0,2025-01-04,,True,False,False,sanctioned,0.0,-1.0,,,,,147000000.0,small,608.0,,29.58,LOW,0.0,,75.69,25.0,18.15,8.53,21.575,4,0.0,,,,,,75.69,category+state+size,0.2843,WS/MP18144/2024-2025/148136,,,
WS/MP18144/2024-2025/148059,Normal/Others,Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,,Physical Inspection,200000.0,0.0,2025-01-04,2025-10-29,True,True,False,sanctioned+completed,0.0,-1.0,,,,,147000000.0,small,,298.0,7.93,LOW,0.0,,,25.0,11.41,8.37,18.205,3,0.0,,,,,,,category+state+size,0.279,WS/MP18144/2025-2026/163587,,,
WS/MP18144/2024-2025/148060,Normal/Others,Odisha,NUAPADA(DISTRICT COLLECTOR NUAPADA_IDA),MALVIKA DEVI,KALAHANDI,,Physical Inspection,200000.0,0.0,2025-01-22,2025-06-19,True,True,False,sanctioned+completed,0.0,-1.0,,,,,147000000.0,small,,148.0,6.6,LOW,0.0,,,25.0,7.61,5.26,16.305,3,0.0,,,,,,,category+state+size,0.1754,WS/MP18144/2024-2025/148136,,,
WS/MP18144/2024-2025/148061,Normal/Others,Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,,Sanction,300000.0,0.0,2025-01-04,,True,False,False,sanctioned,0.0,-1.0,,,,,147000000.0,medium,608.0,,29.75,LOW,0.0,,87.04,0.0,15.82,7.46,7.91,4,0.0,,,,,,87.04,category+state+size,0.2486,WS/MP18144/2024-2025/148055,,,
WS/MP18144/2024-2025/148063,Normal/Others,Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,,Sanction,200000.0,0.0,2025-01-04,,True,False,False,sanctioned,0.0,-1.0,,,,,147000000.0,small,608.0,,29.71,LOW,0.0,,75.69,25.0,18.15,9.36,21.575,4,0.0,,,,,,75.69,category+state+size,0.312,WS/MP18144/2024-2025/148057,,,
